text	code	weight	stem	decomposition
鷃	ajvhz		ajv/hz	⿰晏鳥
𲊵	ajvmz		ajvmz	
𫑦	ajvnl		ajv/nl	⿰晏阝
䨃	ajvog		ajv/og	⿰晏隹
暷	ajwi		ajwi	⿰日專
𪱇	ajwp		ajwp	⿰日惠
𭧵	ajwv		ajwv	⿰日⿱十𭾱
𭧓	ajybn		ajybn	⿰早亮
𭧓	ajybu		ajybu	⿰早亮
𰖓	ajyk		ajyk	
𣃸	ajys		ajys	⿱日㝑
𪰐	ajz		ajz	⿰日本
𮲞	ajz		ajz	
旲	ak		ak	⿱日大
𭥏	ak		ak	⿰日大
𭥯	akb		akb	⿱日有
𬡿	akbuu		akbuu	⿰⿱日尹見
𣉜	akce		akce	⿰日殺
暸	akcf		akcf	⿰日尞
𭥱	akdi		akdi	⿰日夺
𬀯	akf		akf	⿱日灰
𣈐	akg	1	akg	⿰日㽵
𡋵	akg		akg	⿱旲土
𡑅	akg		akg	⿱猒土
𭦭	akgg		akgg	⿰日奎
𪱂	akha		akha	⿰日猪
𬁑	akha		akha	⿱日猪
𱢃	akhf		akhf	
𰖌	akhg		akhg	
𪰫	akjt		akjt	⿰日奔
晞	akkb		akkb	⿰日希
𣆱	akld		akld	⿰日存
𧋯	akli		akli	⿱旲虫
昦	akll		akll	⿱日夰
晻	aklu		aklu	⿰日奄
晻	aklv		aklv	⿰日奄
𭦛	akmf		akmf	⿰日奈
晇	akms		akms	⿰日夸
𩉎	akmws	1	akmws	⿱⿰𭥯犬面
𩉂	akmws		akmws	⿱猒面
𩓌	akmz		ak/mz	⿰旲頁
旯	akn	1	akn	⿱日九
𣆰	akn		akn	⿰日夷
𣅢	aknj		aknj	⿰日卆
𩞹	akoav		akoav	⿱猒食
𣇍	akoo		akoo	⿰日夾
㦔	akp	3	akp	⿱猒心
𪬒	akp	2	akp	⿱⿰皀夊心
𢣮	akp	1	akp	⿱⿰晏攵心
𢡻	akp		akp	⿱閔心
𭞘	akp		akp	⿱⿰𭥗大心
𢵤	akq		akq	⿱猒手
𭧤	akqa		akqa	⿰日奢
㫑	aks		a/ks	⿰日力
𪰘	aksr		aksr	⿱日加
𭦀	akss		akss	⿰日劦
𦀤	akvf		akvf	⿱旲糸
𪒞	akwff		akwff	⿱猒黑
显	al	2	al	⿱日业
𠁣	al		al	𠁣
𣌦	al		al	⿱曰肀
𫡆	ala		ala	⿸𠁣彐
𨳈	alal		alal	⿰𠃛𠁣
𭦦	alb		alb	⿰日𬎾
映	albk	1	albk	⿰日央
𪰔	albk		albk	⿱日央
𣋡	albo		albo	⿰日𫎇
𣅟	albu		albu	⿰日冘
𱢣	alcq		alcq	
𣇨	ale		ale	⿰日隶
𣌻	alfl		alfl	⿱曰𫂱
堲	alg	1	alg	⿱即土
堲	alg	1	alg	⿱卽土
㬣	algi		algi	⿰日對
𪃹	alhz		alhz	⿱即鳥
𣆣	ali	1	ali	⿰日虫
𢧫	ali		ali	⿰㫫戈
𰲭	ali		ali	
𬁅	alim		alim	⿰日虹
𭧗	aljdi		aljdi	⿰显守
𣉗	alkt		alkt	⿰日盎
曊	allc		allc	⿰日費
𣅕	alll		alll	⿱曰川
昲	alln		alln	⿰日弗
𪰶	allo		allo	⿰日费
𲊿	almbo		almbo	
𭧫	almc		almc	⿰日貴
𰀤	almg		almg	
𣌫	almp	1	almp	⿱曰北
𣅬	almp		almp	⿱日⿰②匕
𰖵	almt		almt	
顕	almz		al/mz	⿰显頁
𮷬	alnl		alnl	
𪴯	alno	1	al/no	⿰显欠
𠨠	alno		alno	⿱即久
𬀲	alo		alo	⿰日关
𬻴	aloni		aloni	⿰𠁣令
𬻴	alosl		alosl	⿰𠁣令
𨂢	alryo		alryo	⿱即足
𱢎	alsh		alsh	
𬁘	alsw		alsw	⿰日阑
暃	alsy	1	alsy	⿱日非
㫵	alsy		alsy	⿰日非
曗	altd		altd	⿰日業
𭨏	altmc		altmc	⿰显黄
𣊪	alto		alto	⿰日菐
𡷦	alu		alu	⿱即山
晁	aluo	1	aluo	⿱日兆
晀	aluo		aluo	⿰日兆
𰕼	alwl		alwl	
㫣	alwu		alwu	⿱日电
㫣	alwv		alwv	⿱日电
𭧖	alwv		alwv	⿰日婁
㬘	alx		alx	⿰日肅
𣉦	alxl		alxl	⿱日⑩
𣉦	alxl		alxl	⿱日𣶒
𣊾	alyp		alyp	⿰日悲
旦	am	2	am	⿱日一
𪰆	am		am	⿰日工
𭥐	am		am	⿱日工
𣇖	ama		ama	⿲日工日
𱡿	ama		ama	
𪰲	amad		amad	⿰日厚
晅	amam	1	amam	⿰日亘
鼂	amba		amba	⿱旦黽
𣊵	ambb		ambb	⿰日𦓔
𰖖	ambe		ambe	
曧	ambi		ambi	⿱日融
㬉	ambk		ambk	⿰日耎
𣆝	ambl		ambl	⿰日而
𣇥	ambm		ambm	⿰日𠄢
𮲟	ambo		ambo	
曬	ambp		ambp	⿰日麗
𬀼	ambs		ambs	⿱旦助
𧡶	ambuu		ambuu	⿰星見
𱢭	amco		amco	
晒	amcw		amcw	⿰日西
𰕿	amcw		amcw	
旴	amd		amd	⿰日于
㝵	amdi		amdi	⿱旦寸
晤	amdr		amdr	⿰日吾
昄	ame		ame	⿰日反
𭥒	ame		ame	⿱日反
𰖞	amedi		amedi	
𣌛	amez		amez	⿱旦顙
𬀯	amf		amf	⿱日灰
𬊏	amf		amf	⿱旳灬
𣍓	amfb	1	amfb	⿱曰爾
𠕰	amfb		amfb	⿱冃爾
𭨁	amfb		amfb	⿰日爾
𪰓	amfj		amfj	⿰日平
𣆏	amfm		amfm	⿰日丕
𫖢	amfmz		amf/mz	⿰⿱日示頁
㬕	amfq		amfq	⿰日祥
𣇊	amfr		amfr	⿰日否
旺	amg		amg	⿰日王
𭥕	amg		amg	⿱日王
𫞂	amgi	1	amgi	⿰日玉
𪰑	amgi		amgi	⿱日玉
𭧇	amgk		amgk	⿰日致
𠕥	amgn		amgn	⿱冃到
𭦄	amgt		amgt	⿰日弄
㬄	amgz		amgz	⿱日𪠇
𪃌	amhhz	1	amh/hz	⿰昜鳥
𣌌	amhhz		amhhz	⿰星須
𠢃	amhks		amh/ks	⿰昜力
𭃶	amhln		amh/ln	⿰昜刂
𪰬	amhn	1	amhn	⿱旦利
𣆽	amhn		amhn	⿱旦𤘖
𪰝	amhn		amhn	⿰日𠚾
𬪌	amhnl		amh/nl	⿰昜阝
𭭐	amhno		amh/no	⿰昜欠
敭	amhok		amh/ok	⿰昜攵
𣌅	amhx		amhx	⿱日歷
𣌅	amhx		amhx	⿱冃歷
𢾙	amhye		amh/ye	⿰昜攴
𱉗	amhym		amhym	
鴠	amhz		am/hz	⿰旦鳥
戥	ami		ami	⿰星戈
㬐	amia		amia	⿰日晋
㬐	amia		amia	⿰日晉
𱢞	amib		amib	
晊	amig	1	amig	⿰日至
旱	amj	2	amj	⿱日干
旰	amj	1	amj	⿰日干
𬁖	amjhq		amjhq	⿰星牢
䳚	amjhz		amj/hz	⿰旱鳥
𣊟	amjk		amjk	⿰日敢
𰕹	amjks		amjks	
𨛎	amjnl		amj/nl	⿰旱阝
𨿑	amjog		amj/og	⿰旱隹
𢽎	amjok		amj/ok	⿰旱攵
𢙶	amjp		amjp	⿱旱心
𣊋	amjr		amjr	⿱旱知
𡝎	amjv		amjv	⿱旱女
㪋	amjye		amj/ye	⿰旱攴
昊	amk	2	amk	⿱日天
𣅐	amk		amk	⿳日一乂
𭥔	amk		amk	⿰日夭
𰖒	amka		amka	
𨛴	amknl		amk/nl	⿰昊阝
㬖	amkr		amkr	⿰日啓
昮	amks	1	amks	⿱日功
𠡎	amks		am/ks	⿰旦力
𰅊	amks		amks	
𰕵	amks		amks	
㫫	aml		aml	⿱日亚
㬐	amla		amla	⿰日晋
㬐	amla		amla	⿰日晉
𰖈	amlh		amlh	
𣆳	amlk		amlk	⿰日更
𪰢	amll	1	amll	⿰日州
𣌮	amll		amll	⿱曰州
𩔰	amlmz		aml/mz	⿰㫫頁
𠛣	amln		am/ln	⿰旦刂
𬅮	amlno		aml/no	⿰㫫欠
𭧼	amlsb		amlsb	⿰星闹
𣄾	amm		amm	⿱日𠄟
𪻹	ammgi		ammgi	⿰星玉
𣌜	ammhx		ammhx	⿰星歷
昙	ammi		ammi	⿱日云
𭥓	ammi		ammi	⿰日云
𫝝	ammk		ammk	⿱𫩏𠪚
𣅙	amms	1	amms	⿰日亏
𣅘	amms		amms	⿱日亏
𪰈	ammu		ammu	⿰日元
𭥖	ammu		ammu	⿱日元
晨	ammv		ammv	⿱日辰
𣆞	ammx		ammx	⿱旦正
𩑰	ammz		am/mz	⿰旦頁
𣄿	amn		amn	⿱日丁
𭥌	amn		amn	⿰日丁
𫝝	amnk		amnk	⿱𫩏𠪚
𮟻	amnl		am/nl	⿰𭥐阝
𬀰	amnn		amnn	⿱日列
𪰏	amnr		amnr	⿰日可
昃	amo		amo	⿱日仄
𣌂	amoa	1	amoa	⿱日豬
𣌁	amoa		amoa	⿰日豬
昺	amob	1	amob	⿱日丙
昞	amob		amob	⿰日丙
𭦷	amob		amob	⿰星内
𪱎	amobn		amobn	⿰星俞
𪱎	amobv		amobv	⿰星俞
鶗	amohz		amo/hz	⿺是鳥
㓳	amoln		amo/ln	⿺是刂
㓳	amoln		amo/ln	⿰是刂
𪱊	amomr		amomr	⿰星何
題	amomz		amo/mz	⿺是頁
𢘇	amp		amp	⿱旦心
𰖡	ampc		ampc	
𤋁	ampf		ampf	⿱昜灬
𱢀	amph		amph	
𰖳	ampyk		ampyk	
𪰒	amr		amr	⿰日石
㬏	amrb		amrb	⿰日鬲
㬖	amrk		amrk	⿰日啓
𣅥	amrm		amrm	⿰日互
𰖉	amrt		amrt	
鼌	amru		amru	⿱旦黾
昈	ams		ams	⿰日户
昈	ams		ams	⿰日戶
𰕱	ams		ams	
𮲚	ams		ams	
㫤	amse	1	amse	⿱日𣱳
㫤	amse	1	amse	⿱日永
𣇗	amse		amse	⿱日⿸厂⿱彐又
𤋁	amsf		amsf	⿱昜灬
昜	amsh	1	amsh	⿱旦勿
𬀶	amsh		amsh	⿰星刀
昻	amsl		amsl	⿱日卭
𣆃	amsm		amsm	⿰日⿱一勻
𧰮	amso		amso	⿱日豕
𱢛	amsp		amsp	
曞	amtb		amtb	⿰日厲
𭧻	amtbs		amtbs	⿰星劳
𣊥	amtf		amtf	⿰日⿸厂⿳龷乂火
𬀽	amtj		amtj	⿱日⑦
𫖥	amtmz		amt/mz	⿰⿱日豆頁
㫕	amu		amu	⿱日兀
𪱑	amug		amug	⿲日厭土
𣇎	amun		amun	⿱日⿰⿱一弓弓
𣉓	amvg		amvg	⿰日𡌥
鷐	amvhz		amv/hz	⿰晨鳥
𣇁	amvm		amvm	⿰日巠
𩀭	amvog		amv/og	⿰晨隹
𣆧	amvu		amvu	⿱日𠀘
𣈺	amwb		amwb	⿰日⿱覀𠔼
𭧅	amwd		amwd	⿰日栗
𬉨	amwe		amwe	⿱量泉
㬓	amwf	1	amwf	⿰日票
𣊠	amwf		amwf	⿰日⿳覀二火
𣊠	amwf		amwf	⿰日𤊆
量	amwg		amwg	⿱旦里
𭧰	amwg		amwg	⿰星里
曋	amwj	1	amwj	⿰日覃
𣊢	amwj		amwj	⿰日𫟛
𪰥	amwm		amwm	⿰日亜
𣉋	amwv		amwv	⿰日要
𩉉	amwx		amwx	⿱日⿰面臽
昰	amx	1	amx	⿱日正
𣇅	amx		amx	⿳日一⑥
𰕸	amx		amx	
晸	amxk	1	amxk	⿱日政
𪰱	amxk		amxk	⿰日政
𰖐	amxm		amxm	
𬁚	amxo		amxo	⿰星臾
𬀧	amy		amy	⿱日下
𭨅	amybb		amybb	⿰星帝
𣌚	amyf		amyf	⿱旦⿰言景
𰁉	amyn		amyn	
是	amyo		amyo	⿱日𤴓
𣋮	amyps		amyps	⿰星𧆜
暊	amz		a/mz	⿰日頁
𣋗	amza		amza	⿰暊日
曘	amzb		amzb	⿰日需
𣌊	amze		amze	⿰日霞
曤	amzg		amzg	⿰日霍
曇	amzi	1	amzi	⿱日雲
㬡	amzi		amzi	⿰日零
𣊯	amzi		amzi	⿰日雲
㬡	amzl		amzl	⿰日零
𣌟	amzo		amzo	⿰日靈
𣋔	amzu		amzu	⿱日電
門	an	1	an	⿰𠁣𠃛
𠃛	an		an	𠃛
𣄻	an		an	⿰日乙
間	ana		ana	⿵門日
閶	anaa		anaa	⿵門昌
𨵛	anab		anab	⿵門明
𨵷	anabt		anabt	⿵門昷
𮤔	anacc		anacc	⿵門⿱日⿱丷八
𨵒	anaht		anaht	⿵門昇
鷼	anahz		ana/hz	⿰間鳥
𠕤	anai		anai	⿱冃兔
𨴝	anaj		anaj	⿵門早
𨶁	anajv		anajv	⿵門晏
䦔	anam		anam	⿵門旦
𨵶	anamh		anamh	⿵門昜
𨵏	anami		anami	⿵門㝵
闁	anan		anan	⿵門門
𨷾	anann	1	anann	⿱⿰門門⿰門門
𨷾	anann	1	anann	⿰⿱門門⿱門門
𨷮	anann		anann	⿱門⿰門門
䦪	anapv		anapv	⿵門曷
𨷄	anaqa		anaqa	⿵門暏
闒	anass		anass	⿵門𦐇
晚	anau	4	anau	⿰日免
冕	anau	3	anau	⿱冃免
冕	anau	3	anau	⿱日免
晩	anau	2	anau	⿰日免
䦘	anav		anav	⿵門艮
閺	anayk		anayk	⿵門旻
閒	anb	1	anb	⿵門月
𬮈	anb		anb	⿵門⿴𠂊⺀
閿	anbbe		anbbe	⿵門受
𨴕	anbbm		anbbm	⿵門𠕋
𮤊	anbbm		anbbm	⿵門册
𨵧	anbbr		anbbr	⿵門咼
闝	anbck		anbck	⿵門敗
𪱏	anbe		anbe	⿰日夐
𲈧	anbh		anbh	
𨵐	anbhe		anbhe	⿵門股
䦱	anbhf		anbhf	⿵門爲
䦱	anbhf		anbhf	⿵門為
鷳	anbhz		anb/hz	⿰閒鳥
㬇	anbk	1	anbk	⿰日奐
𨳠	anbk		anbk	⿵門冈
𨵻	anbla		anbla	⿵門⿱爫旧
𨵙	anbmc		anbmc	⿵門具
𨴏	anbmr		anbmr	⿵門同
𨴫	anbnd		anbnd	⿵門孚
𲈩	anbnh		anbnh	
𨶫	anbof		anbof	⿵門祭
𨴀	anbr		anbr	⿵門冋
𨷸	anbrf	1	anbrf	⿵門䌛
𨷴	anbrf		anbrf	⿵門𧪬
䦛	anbsd		anbsd	⿵門争
𨵟	anbse		anbse	⿵門服
𲈨	anbt		anbt	
𫔝	anbu		anbu	⿵門目
閴	anbuc		anbuc	⿵門貝
闅	anbue	1	anbue	⿵門𥄎
䦩	anbue		anbue	⿵門𡕥
𨷱	anbuf		anbuf	⿵門繇
闃	anbuk	1	anbuk	⿵門狊
𨵢	anbuk		anbuk	⿵門⿱目大
𨴼	anbuu		anbuu	⿵門見
𨶒	anbx		anbx	⿵門舀
䦦	anc		anc	⿵門金
𨳗	anci		anci	⿵門公
𰿛	ancl		ancl	
𨳣	ancms		ancms	⿵門兮
𨶂	ancmt		ancmt	⿵門益
𮤧	ancoi		ancoi	⿵門鈴
𮤧	ancol		ancol	⿵門鈴
閱	ancru	1	ancru	⿵門兌
閲	ancru		ancru	⿵門兑
𨳚	ancsh		ancsh	⿵門分
𢡙	ancsp		ancsp	⿵門忿
閑	and	1	and	⿵門木
㫗	and		and	⿱日子
𰕳	and		and	
𬮓	andbb		andbb	⿵門棘
䦥	andd		andd	⿵門林
𨴺	anddi		anddi	⿵門村
閉	andh		andh	⿵門才
鷴	andhz		and/hz	⿰閑鳥
䦑	andk		andk	⿵門夬
𨴨	andl		andl	⿵門束
𨵾	andmb		andmb	⿵門𮧯
闈	andmq		andmq	⿵門韋
𰖕	andt		andt	
𭥛	andu		andu	⿰日孔
䦨	andw		andw	⿵門東
闌	andwf		andw'f	⿵門柬
閖	ane		ane	⿵門水
𨵝	anea		anea	⿵門沓
𨷇	aneat		aneat	⿵門溫
𮤥	aneba		aneba	⿵門滔
𨳦	anee		anee	⿵門双
䦤	aneee	1	aneee	⿵門叕
𨶺	aneee		aneee	⿵門淼
閯	anefh		anefh	⿵門沙
䦢	anegi		anegi	⿵門法
闊	anehr	1	anehr	⿵門活
𨶖	anehr		anehr	⿵門𣴠
𨵨	aneht		aneht	⿵門洫
𨵔	aneir		aneir	⿵門治
𨶗	aneiv		aneiv	⿵門浪
𨵕	aneli		aneli	⿵門𧈡
𮤏	anem		anem	⿵門江
䦞	anemg		anemg	⿵門汪
𨷉	anena		anena	⿵門⿰氵⿷色日
𪰷	aneq		aneq	⿰日建
𰿤	anetb		anetb	
𬮍	anetc		anetc	⿵門洪
𨷇	anewt		anewt	⿵門溫
𣆴	anex		anex	⿰日延
𭦋	anex		anex	⿱日延
𬮖	aneyj		aneyj	⿵門漣
𨵍	aneyr		aneyr	⿵門沾
𨴤	aneyv		aneyv	⿵門汒
焛	anf	1	anf	⿵門火
𡮉	anf		anf	⿰門小
𨳒	anf		anf	⿵門小
𨷐	anfat		anfat	⿵門煴
闛	anfbg		anfbg	⿵門堂
闣	anfbw		anfbw	⿵門當
𨵥	anfhu		anfhu	⿵門省
𬮕	anfmg		anfmg	⿵門煙
𮤎	anfmu		anfmu	⿵門光
闂	anfsu		anfsu	⿵門卷
䦌	ang	1	ang	⿵門土
𣅴	ang		ang	⿰日丑
𨶮	angbt		angbt	⿵門壹
䦙	angdi		angdi	⿵門寺
閨	angg		angg	⿵門圭
𮤝	angge		angge	⿵門⿰圭𠬝
𰿣	anggi		anggi	
𨷁	anggu		anggu	⿵門堯
𮤢	anggv		anggv	⿵門⿰圭艮
𨵗	anggy		anggy	⿵門卦
𲈲	angim		angim	
闔	angit		angit	⿵門盍
𨵉	angl		angl	⿵門幸
𨷂	angle		angle	⿵門報
𨷗	angom		angom	⿵門⿱嗇一
䦖	angr		angr	⿵門吉
䦝	angz		angz	⿵門赤
閁	anh	1	anh	⿵門丿
𣅅	anh		anh	⿰日乃
闎	anhae		anhae	⿵門泉
𲈮	anhag		anhag	
𮤦	anhbk		anhbk	⿵門奧
䦗	anhbt		anhbt	⿵門血
䦭	anhda		anhda	⿵門香
𨴷	anhdh		anhdh	⿵門秀
𫔣	anhdn		anhdn	⿵門利
𨵋	anhdv		anhdv	⿵門委
昅	anhe		anhe	⿰日及
𫔠	anhem		anhem	⿵門冬
閣	anher		anher	⿵門各
𫔠	anhey		anhey	⿵門冬
𨶸	anhfw		anhfw	⿵門番
𨳝	anhg		anhg	⿵門壬
𨴬	anhgr		anhgr	⿵門告
𨴐	anhgu		anhgu	⿵門先
旸	anhh	1	anhh	⿰日𠃓
䦕	anhh		anhh	⿵門并
𬮏	anhhi		anhhi	⿵門射
𨴖	anhhv		anhhv	⿵門乑
𨷔	anhjf		anhjf	⿵門熏
𨵮	anhjg		anhjg	⿵門重
𨵞	anhjp		anhjp	⿵門乖
䦚	anhjr		anhjr	⿵門舌
𨷣	anhkg		anhkg	⿵門徵
𨷆	anhkm		anhkm	⿵門䪞
闙	anhkr		anhkr	⿵門啟
𨷋	anhku		anhku	⿵門微
𨷵	anhml	1	anhml	⿵門斵
𨳜	anhml		anhml	⿵門斤
𨳋	anhn		anhn	⿵門几
𭦁	anhn		anhn	⿱日⿸②⿱七几
𮤠	anhnd		anhnd	⿵門梨
闏	anhni		anhn'i	⿵門風
𨴠	anhon		anhon	⿵門行
𨷥	anhoo		anhoo	⿵門⿱失⿰失失
𨳯	anhq		anhq	⿵門牛
𨳺	anhqo		anhqo	⿵門失
𨴬	anhqr		anhqr	⿵門告
閐	anhqu		anhqu	⿵門毛
𨶇	anhrf		anhrf	⿵門烏
闙	anhrk		anhrk	⿵門啟
𬁒	anhs		anhs	⿱日務
𨉖	anhsh		anhsh	⿵門身
𲈬	anhsl		anhsl	
閻	anhsx		anhsx	⿵門臽
𭦻	anht		anht	⿰日盈
閽	anhua		anhua	⿵門昏
𨵂	anhub		anhub	⿵門帋
闑	anhud		anhud	⿵門臬
𮤤	anhuj		anhuj	⿵門臯
𨶑	anhuk		anhuk	⿵門臭
𮤌	anhuo		anhuo	⿵門𤓰
𨵆	anhvf		anhvf	⿵門系
𨴅	anhvl		anhvl	⿵門卯
𨶠	anhz		anhz	⿵門鳥
𨳮	ani		ani	⿵門戈
𭥑	ani		ani	⿰日夕
閬	aniav		aniav	⿵門良
𨶙	anibp		anibp	⿵門能
𮤞	anifs		anifs	⿵門祚
𨶳	anifu		anifu	⿵門視
𨴍	anihq		anihq	⿵門牟
𨵊	anii		anii	⿵門戔
𭥸	anii		anii	⿱日⿰夕寸
𭥧	anij		anij	⿱日㚈
𨴪	anijb		anijb	⿵門甫
𬮇	anik		anik	⿵門犬
䦱	anikf		anikf	⿵門爲
䦱	anikf		anikf	⿵門為
闙	anikr		anikr	⿵門啟
𨵲	anikt		anikt	⿵門⿱犬皿
𭥦	anil		anil	⿱日夘
𨶈	anilr		anilr	⿵門唐
𣆚	anin	1	anin	⿱日多
𠕝	anin		anin	⿱冃多
𨴘	aning		aning	⿵門⿱厶丑
𨴱	aniok		aniok	⿵門矣
曻	aniq		aniq	⿱曰舛
曻	aniq		aniq	⿱日舛
㫥	anir		anir	⿰日名
𮤍	anir		anir	⿵門台
闙	anirk		anirk	⿵門啟
閾	anirm		anirm	⿵門或
𲈯	anirm		anirm	
𪰵	anis	1	anis	⿰日勇
𨴌	anis		anis	⿵門⿱厶彐
閞	anit		anit	⿵門弁
𨷭	aniwg	1	aniwg	⿵門廛
𨷠	aniwg		aniwg	⿵門廛
𨷓	anixf		anixf	⿵門廌
𨷚	anjac		anjac	⿵門賔
閙	anjb	1	anjb	⿵門市
閙	anjb	1	anjb	⿵門巿
闐	anjbc		anjbc	⿵門真
闐	anjbc		anjbc	⿵門眞
𨵴	anjbl		anjbl	⿵門南
𰿢	anjcm		anjcm	
𨴥	anjhp		anjhp	⿵門宅
𨳻	anjhu		anjhu	⿵門宂
𨷡	anjim		anjim	⿵門韯
𣊟	anjk		anjk	⿰日敢
𨴵	anjki		anjki	⿵門宏
𨵄	anjmu		anjmu	⿵門完
𨳷	anjp		anjp	⿵門它
𨷛	anjpi		anjpi	⿵門蜜
𬮒	anjpu		anjpu	⿵門密
𫔜	anjr		anjr	⿵門古
䦡	anjrr		anjrr	⿵門官
𨴣	anjv		anjv	⿵門安
閳	anjwj		anjwj	⿵門車
𨳓	ank		ank	⿵門大
𨴜	ankb		ankb	⿵門有
𨳧	anke		anke	⿵門友
㬠	ankf		ankf	⿰日煞
𨴶	ankhh		ankhh	⿵門⿰犭分
𬮋	ankhk		ankhk	⿵門⿰犭攵
閎	anki		anki	⿵門厷
𨵵	ankit		ankit	⿵門盇
𰿟	anklg		anklg	
閹	anklu		anklu	⿵門奄
閹	anklv		anklv	⿵門奄
𨵤	ankmr		ankmr	⿵門奇
𨳊	ankn		ankn	⿵門九
𬮊	ankoo		ankoo	⿵門夾
𨶶	ankqa		ankqa	⿵門奢
𨳾	ankr		ankr	⿵門右
𬮅	anks		anks	⿵門力
𫔚	anl	1	anl	⿵門中
𫔘	anl		anl	⿵門丨
𮤋	anlbk		anlbk	⿵門央
𱢠	anld		anld	
𬮑	anlga		anlga	⿵門書
𨶬	anlgm		anlgm	⿵門畫
閩	anli		anli	⿵門虫
𨷷	anlii		anlii	⿵門蟲
𫔢	anll	1	anll	⿵門串
𨵓	anll		anll	⿵門⿰中中
𨳭	anlll		anlll	⿵門片
𨳭	anlls		anlls	⿵門片
𱢇	anlm		anlm	
闠	anlmc		anlmc	⿵門貴
関	anlo		anlo	⿵門关
𨵖	anlp		anlp	⿵門忠
𨷨	anlpc		anlpc	⿵門冀
𲈳	anlqq		anlqq	
𨵈	anlsy		anlsy	⿵門非
𨴡	anluo		anluo	⿵門兆
𫔞	anlw		anlw	⿵門由
𨴁	anlwl		anlwl	⿵門申
閂	anm		anm	⿵門一
𨶛	anmbc		anmbc	⿵門貢
𨴎	anmbl		anmbl	⿵門而
闄	anmbv		anmbv	⿵門要
闄	anmbv		anmbv	⿵門⿱襾女
𨴇	anmc		anmc	⿵門⿻工丷
閪	anmcw		anmcw	⿵門西
䦜	anmdr		anmdr	⿵門吾
𨳫	anmf		anmf	⿵門不
䦵	anmfb		anmfb	⿵門爾
閛	anmfj		anmfj	⿵門平
𨴈	anmfm		anmfm	⿵門丕
𮤞	anmfs		anmfs	⿵門祚
𨶳	anmfu		anmfu	⿵門視
閏	anmg		anmg	⿵門王
䦯	anmge		anmge	⿵門致
閠	anmgi		anmgi	⿵門玉
䦯	anmgk		anmgk	⿵門致
𨶵	anmgl		anmgl	⿵門鄄
𨷦	anmhx		anmhx	⿵門歷
𨴗	anmig		anmig	⿵門至
閈	anmj		anmj	⿵門干
𮤜	anmje		anmje	⿵門⿰⿱丅耳又
𨴸	anmjh		anmjh	⿵門形
開	anmjj		anmjj	⿵門开
闞	anmjk		anmjk	⿵門敢
𨳨	anmk		anmk	⿵門天
𰿠	anmk		anmk	
𮤩	anmkc		anmkc	⿵門⿱⿻二儿貴
𨴸	anmkh		anmkh	⿵門形
開	anmkj		anmkj	⿵門开
𨷆	anmkm		anmkm	⿵門䪞
䦠	anmko		anmko	⿵門豖
𨳪	anmlb		anmlb	⿵門帀
𨳎	anmm		anmm	⿵門二
閆	anmmm		anmmm	⿵門三
𨴂	anmmt		anmmt	⿵門⿱一开
䦎	anmmu		anmmu	⿵門元
閅	anmn	1	anmn	⿵門丁
閜	anmnr		anmnr	⿵門可
𨳵	anmob		anmob	⿵門丙
𨷹	anmof		anmof	⿵門燹
𫔫	anmok		anmok	⿵門⿱豩大
𫔫	anmok		anmok	⿵門𧱾
𨷼	anmoo		anmoo	⿵門⿱豕豩
䦒	anmr		anmr	⿵門石
𭧬	anmr		anmr	⿱日⿸厃⿱八𢀛
𫔡	anmrt		anmrt	⿵門豆
𨵩	anmrw		anmrw	⿵門畐
𰿘	anms		anms	
𨷢	anmsf		anmsf	⿵門⿱豕炏
𨴯	anmso		anmso	⿵門豕
開	anmt		anmt	⿵門开
𨴸	anmth		anmth	⿵門形
闘	anmti		anmti	⿵門𭔰
𨶜	anmtj		anmtj	⿵門㪷
𮤟	anmtl		anmtl	⿵門𧯞
𨷩	anmtz		anmtz	⿵門頭
𣆡	anmu		anmu	⿰日危
𨵑	anmuu		anmuu	⿵門⿱⿰一一艸
𨵑	anmuu		anmuu	⿵門⿰⿱一屮⿱一屮
𨴉	anmve		anmve	⿵門⿰⿱一丩又
閕	anmvh	2	anmvh	⿵門牙
𮤈	anmvu		anmvu	⿵門旡
闉	anmwg		anmwg	⿵門垔
𮤗	anmwg		anmwg	⿵門厘
𮤪	anmwg		anmwg	⿵門㕓
闄	anmwv		anmwv	⿵門要
闄	anmwv		anmwv	⿵門⿱襾女
閸	anmxm		anmxm	⿵門亞
閇	anmy	2	anmy	⿵門下
𨵰	anmyy		anmyy	⿵門⿱下⿰下下
𨵪	anmz		anmz	⿵門頁
𨷘	anmzb		anmzb	⿵門需
𨷰	anmzr		anmzr	⿵門霝
𨷏	anmzw		anmzw	⿵門雷
𨷍	annau	1	annau	⿵門⿱𠂊⿻⿻口乚𦥑
𨵃	annau		annau	⿵門免
𨷟	annba		annba	⿵門𬹝
𨷌	annbi		annbi	⿵門⿱角虫
𨳕	annd		annd	⿵門子
𨶉	anndf		anndf	⿵門孫
𲈭	anne		anne	
閮	anneg		anneg	⿵門廷
𨵭	anneq		anneq	⿵門建
𮤛	annew		annew	⿵門廼
𨳴	annf		annf	⿵門尔
𨳞	anng		anng	⿵門丑
𨳛	annhe		annhe	⿵門及
𨷊	annhk		annhk	⿵門⿱弱大
𨴭	annib		annib	⿵門甬
𨴢	annin		annin	⿵門多
𰿚	annin		annin	
𰿞	annin		annin	
